policy,total_reward,annual_renewable_share,total_station_power_10k_kwh,total_grid_cost_10k_yuan,total_startup_shutdown_cost_10k_yuan,total_operating_cost_10k_yuan,total_penalty,training_time_s,avg_inference_time_ms,max_inference_time_ms
sac_best,-2314.1801319149267,0.7154439362004484,3360.1107468768487,401.5787529859757,1.46,403.0387529859757,359.2802741085911,2882.2314779758453,1.1859851616463857,6.785000000036234
